,text,category,polarity
2044,i highly recommend visiting this restaurant and having dinner and drinks!,0,1
2045,the bar is very well stocked with interesting beers and well priced wines .,0,1
2046,i agree .,4,0
2047,"last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but . . . ) .",4,-1
2048,"last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but . . . ) .",1,-1
2049,the food was good .,0,1
2050,"great wine selection , gigondas is worth the price , and the house champagne is a great value .",0,1
2051,"at night , but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous .",3,-1
2052,it just wasn't thai .,4,-1
2053,i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,0,1
2054,i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,4,1
2055,i particularly love their yellowfun tuna and their mussel selection .,0,1
2056,i love to visit murrays for my bagel fix .,4,1
2057,"we made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school italian scenery with lots of fun stuff to admire .",3,1
2058,recommended .,4,1
2059,the place was nice and calm .,3,1
2060,cheese plate is a varied delight and great bargain at $10 .,0,1
2061,cheese plate is a varied delight and great bargain at $10 .,5,1
2062,i could have drank 4 glasses of water and still been parched - so watch out .,0,-1
2063,"when we sat , we got great and fast service .",1,1
2064,"most of the servers are very attentive , friendly and quite attractive .",1,1
2065,i think locals rate this place so high .,4,0
2066,service is average .,1,0
2067,but they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual ) .,0,1
2068,go girls!!!,4,1
2069,"they forgot a sandwich , didn't include plastic forks , and didn't include pita with the hummus platter .",1,-1
2070,"the steak is good , the fish is good and the sushi was surprisingly great .",0,1
2071,"for asian fusion , there are many places further downtown .",4,0
2072,old school meets new world .,4,0
2073,i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,4,1
2074,"the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald's than this joint .",1,-1
2075,"the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald's than this joint .",3,-1
2076,this is probably one of my new favorite places .,4,1
2077,"for being number 1 , this place has alot of work to do in order to truly earn its so called reputation .",4,-1
2078,"for myself and family we would only go here to celebrate an occassion , i do prefer smaller , quiter restaurants .",4,0
2079,"for myself and family we would only go here to celebrate an occassion , i do prefer smaller , quiter restaurants .",3,0
2080,the one on the east side is much better than the one on the west side .,4,0
2081,they all know you .,1,1
2082,"my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .",0,1
2083,"my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .",3,1
2084,we ended the dinner with a surprisingly light and flaky apple tarte tatin .,0,1
2085,the buffet had a nice selection .,0,1
2086,waitstaff are very friendly .,1,1
2087,this restaurant is such a great place .,4,1
2088,"once you step into cosette , you're miraculously in a small , off-the-beaten path parisian bistro .",3,0
2089,i've been several times and am totally smitten .,4,1
2090,terrible experience .,4,-1
2091,i love the place .,4,1
2092,service was slow had to wait to order and get food although not crowded .,1,-1
2093,will have to return to try the chocolate!,4,0
2094,"it's only $1 .95 for a regular slice and $4 .00 for a slice with a mushroom , not mushrooms .",5,1
2095,there is a real gallery of stars that have visited .,3,0
2096,"the food was below average , the service was pathetic , there was no ambience at all .",0,-1
2097,"the food was below average , the service was pathetic , there was no ambience at all .",1,-1
2098,"the food was below average , the service was pathetic , there was no ambience at all .",3,-1
2099,i really enjoyed the shows put on by the actors .,3,1
2100,our first time in new york and we had to try a new york bagel .,4,0
2101,service was efficient courteous .,1,1
2102,this one is definintely my least favorite .,4,-1
2103,i have been urged by friends for months to check out the mermaid inn .,4,0
2104,the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past .,0,-1
2105,"everytime my husband and i go there , we are never disappointed .",4,1
2106,they are the best bagels i've had .,0,1
2107,we were not disappointed .,4,1
2108,i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food .,4,0
2109,"toons has recently been redone , so it's now a very attractive space .",3,1
2110,"$160 for 2 filets , 2 sides , an appetizer and drinks .",0,0
2111,"$160 for 2 filets , 2 sides , an appetizer and drinks .",5,0
2112,"while the prices are nothing special , the portions are huge .",5,1
2113,"while the prices are nothing special , the portions are huge .",0,1
2114,"its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .",3,1
2115,"its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .",0,1
2116,"we arrived for dinner expecting to be impressed by a place that has an impressive past - but , that's just it -- the past!",4,-1
2117,"however , i think this place is a good hang out spot .",3,1
2118,"the menu is prix fixe , so be prepared to spend at least $60 per person , but it is well worth itsuperb food .",5,-1
2119,"the menu is prix fixe , so be prepared to spend at least $60 per person , but it is well worth itsuperb food .",0,1
2120,"rao is a good restaurant , but it's nothing special .",4,0
2121,the wine list is extensive and impressive .,0,1
2122,we had the most wonderful waitress .,1,1
2124,the quail was fantastic and unique and the pastas were full of flavor .,0,1
2125,"when we left at 8 :00 pm , it was packed and noisy .",4,0
2126,"when we left at 8 :00 pm , it was packed and noisy .",3,-1
2127,"okay , so i never write but there doesn't seem to fair balance of positive to negative reviews concerning green bo and it's time to speak up - i live in chinatown .",4,0
2128,the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth .,0,1
2129,the staff is courteous and friendly .,1,1
2130,never fails to please .,4,1
2131,decor is nice though service can be spotty .,1,1
2132,decor is nice though service can be spotty .,3,1
2133,"aside from the rushed service , we were very impressed with the food and the drinks .",0,1
2134,"aside from the rushed service , we were very impressed with the food and the drinks .",1,-1
2135,will absolutely visit again .,4,1
2136,make sure you have the spicy scallop roll . . .,0,1
2137,i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar .,4,1
2138,i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar .,5,1
2139,i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar .,0,1
2141,this big draw is the all you can sushi here for $19 .95!,5,1
2142,i consider the best grand sichuan restaurant in nyc .,4,1
2143,we spent 50 $$ definetly will come back with my friends!!!,4,1
2144,we spent 50 $$ definetly will come back with my friends!!!,5,1
2145,went to village last night for my birthday .,4,0
2146,"some of the workers ignore me and talk to the female customers , other times , they've skipped my order .",1,-1
2147,the specials are usually quite good too .,0,1
2148,they've the best desserts and mixed drinks as well as snack foods .,0,1
2149,try the chocolate mud cake ( warmed ) with 2 scoops of dulce de leche gelato .,0,1
2151,really cool stauff inside .,3,1
2152,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .",4,0
2153,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .",3,1
2154,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .",0,-1
2155,the best burger i have had in the village .,0,1
2156,we visited orsay during ny restaurant week and tried their $35 menu .,4,0
2157,i would have gotten some cole slaw and a knish if my stomach had more space .,0,1
2160,would never go back there .,4,-1
2161,three of us arrived for dinner about 5 :30 on a week night without reservations .,4,0
2162,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",0,1
2163,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",1,1
2164,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",3,1
2166,"be careful , when they say spicy , they mean it!",4,0
2167,your money could easily be better spent elsewhere ( anywhere ) .,4,-1
2168,"only drawback - they won't toast your bagel , and they don't make eggs for the bagel .",1,-1
2169,as always we had a great glass of wine while we waited .,0,1
2170,bring your appetites .,4,0
2171,"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b@#$* way ) .",1,1
2172,"of course this atmosphere is lacking , but what do you expect from a 24 hour bagel place anyways?",3,-1
2173,service was very good and warm .,1,1
2174,for dinner i had the chicken tikka-masala and some garlic naan .,0,0
2175,cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc .,3,1
2176,"like others have said , don't expect the restaurant to make a nite out romantic for you and yes , a busy restaurant may require you to wait .",3,-1
2177,"like others have said , don't expect the restaurant to make a nite out romantic for you and yes , a busy restaurant may require you to wait .",1,-1
2178,"seriously , this place kicks ass .",4,1
2179,food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,0,1
2180,food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,3,1
2181,"also , because it is so thin , it gets cold very quickly and its not that filling .",0,-1
2182,the food is nothing like its menu description .,0,-1
2183,try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience .,0,1
2184,it's just o .k . pizza .,0,0
2185,i loved it and would highly recommend .,4,1
2186,i've been here twice now .,4,0
2187,"the food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",0,0
2189,the best place to bring kids or any friends who want to do something different .,4,1
2191,"however , i do not understand the extraordinary hype about this restaurant .",4,-1
2192,it's a small cute restaurant .,3,1
2193,i will be returning .,4,1
2194,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",0,1
2195,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",3,1
2196,the food is above average for midtown and sligtly better than some of the other heartland breweries in the city .,0,1
2197,thius is a must for anyone who loves shabu-shabu .,0,1
2198,the food was absolutely horrible!,0,-1
2200,restaurant was dirty and unkempt .,3,-1
2201,nice place though .,4,1
2202,warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu!,4,1
2203,"similar to other indian restaurants , they use the dinner special to attract customers at the door .",4,0
2205,"the people with carts of food don't understand you because they don't speak english , their job is to give you the delicious food you point at .",4,0
2206,"the people with carts of food don't understand you because they don't speak english , their job is to give you the delicious food you point at .",1,-1
2207,"the people with carts of food don't understand you because they don't speak english , their job is to give you the delicious food you point at .",0,1
2208,"the crackling calamari salad , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed .",0,1
2209,"not the greatest sushi place , but excellent for a $19 .95 all you can eat .",0,0
2210,"not the greatest sushi place , but excellent for a $19 .95 all you can eat .",5,1
2211,"shockingly easy to throw a group dinner here : simple contract , deposit only to hold the date the entire 2nd fl mezz for our grp of 20 .",4,1
2212,the thai ice tea was amazingly smooth and yummy!,0,1
2213,we've never had any problems with the staff but maybe we've been lucky?,1,1
2214,drinks way over priced .,5,-1
2215,the main downside to the place is the nazi-like guy running it who constantly complains about the noise level .,1,-1
2216,what i didn't like was how the food came right after it was ordered .,0,-1
2217,"but warning : to all those that use this site be weary , be very weary of recommendations .",4,-1
2218,moderate prices .,5,0
2219,we had a great time at the jekyll and hyde pub last night .,4,1
2220,try it side by side and there's no comparison .,4,1
2221,i think i've had some the best meals of my life at minnow .,0,1
2223,"this tiny restaurant is as cozy as it gets , with that certain parisian flair .",3,0
2224,so sorry i can't rate this better .,4,0
2225,"most importantly , food is excellent .",0,1
2226,buon appetito!,4,1
2228,"if we were to move from the upper east side , we would genuinely miss this restaurant .",4,1
2229,"the best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .",1,1
2230,"ok , for all of us growing up in the village of nyc , we have spoiled by a plethora of restaurants , most of which stay open very late .",4,0
2231,"however , service was as plain as sesame crusted salmon i had .",1,0
2232,"however , service was as plain as sesame crusted salmon i had .",0,0
2233,i would highly recommend it .,4,1
2234,it's great to go for a quick lunch either alone or with a friend .,4,1
2235,the food was mediocre at best but it was the horrible service that made me vow never to go back .,0,0
2236,the food was mediocre at best but it was the horrible service that made me vow never to go back .,1,-1
2237,lloovve this place .,4,1
2238,so some of the reviews here are accurate about the crowd and noise .,4,0
2239,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",0,1
2240,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",3,1
2241,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",5,1
2242,"finally , after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be .",4,1
2243,"place should also have a 1 ,2 ,3 chili rating to be more authentic . . .",4,0
2244,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",1,-1
2245,went last thursday .,4,0
2246,i love this place more and more everytime i go .,4,1
2247,i go and eat out at many different restaurants and this is one place you have go and try .,4,1
2248,i go and eat out at many different restaurants and this is one place you have go and try .,4,1
2249,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good!",0,1
2251,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good!",5,-1
2252,"we only ordered desserts and drinks , but no refills were offered .",1,-1
2253,saul is the best restaurant on smith street and in brooklyn .,4,1
2255,"i have been here a few times for dinner , once for brunch and twice for lunch .",4,0
2256,we went to ino for valentines .,4,0
2257,"the real kicker of the menu , however , is the beef cubes or the chicken with chili and lemon grass .",0,1
2259,the music is the best among all the indian restaurants i have visited .,3,1
2260,"the bread and lamb chops i had before the meal were quite good , however .",0,1
2261,"he always says , i don't have customers .",4,0
2262,rao's has the best service and atmosphere in nyc .,1,1
2263,rao's has the best service and atmosphere in nyc .,3,1
2264,instead ordered an ice cold beer which to me works with indian .,4,0
2265,good for dates or with friends .,4,1
2266,"they never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table .",1,-1
2267,one of the best chicken tikka masala .,0,1
2268,"excellent dumplings served amid clean , chic decor .",0,1
2269,"excellent dumplings served amid clean , chic decor .",3,1
2270,"the kitchen however , is almost always slow .",1,-1
2271,"the corned beef and pastrami are excellent , much less fatty than those big tourist places around times square .",0,1
2272,"cute place , nice wait staff but would never go there again .",1,1
2273,"cute place , nice wait staff but would never go there again .",3,1
2274,we had a good time .,4,1
2275,"also , the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected , but a truly above and beyond thing to do . . .",1,1
2277,we all felt it was worth it .,5,1
2278,"the plain slice is great and if you get toppings , the whole slice is topped with them , not sparsely sprinkled on like some places .",0,1
2279,service was also horrible and the ambience is not that great .,1,-1
2280,service was also horrible and the ambience is not that great .,3,-1
2281,"service is great , takeout is good too .",0,1
2282,"service is great , takeout is good too .",1,1
2283,"based on the reviews on here , it appears that the restaurant is overwhelmed after the 7 pm .",4,0
2284,the pizza is overpriced and soggy .,0,1
2285,the pizza is overpriced and soggy .,5,1
2286,"everything is excellent , the menu is quite extensive , and you eat with a view on both sides of the city .",0,1
2287,"everything is excellent , the menu is quite extensive , and you eat with a view on both sides of the city .",3,1
2288,"you'll pay at least double at any other italian restaurant in the city , and most still don't compare .",5,1
2289,"for the quality of food , a little too expensive .",5,-1
2290,"for the quality of food , a little too expensive .",0,-1
2291,came looking for this place because i heard good things .,4,0
2292,i live on the street this place is on .,4,0
2293,horrible .,4,-1
2294,here's to the fake fish tanks too . . .,3,-1
2295,its worth the wait though .,4,1
2296,i've never had bad service and the fish is fresh and delicious .,0,1
2297,i've never had bad service and the fish is fresh and delicious .,1,1
2298,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",0,0
2299,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",3,1
2300,we decided to eat in tea room which was small and cute .,3,1
2301,what an amazing meal and experience!,4,1
2302,what an amazing meal and experience!,0,1
2303,unique apppetizers .,0,1
2304,"the staff has always been attentive and kind , and i've always been amazed at how they've handled all the various different group sizes that come in .",1,1
2305,it is the best deal in town for a monday night dinner at a fine restaurant .,5,1
2306,nothing special about this place .,4,0
2307,"also , the sandwiches ( nearing $7 ) didn't come with anything like chips or a side .",5,-1
2308,and never strayed .,4,1
2309,"the wait here is long for dim sum , but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",3,1
2310,leave the kids at home!,4,0
2311,"this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .",4,-1
2312,"this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .",5,-1
2313,"this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .",0,0
2314,"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",0,1
2315,"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",1,1
2316,"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",3,1
2317,and all of that won't break your bank!,5,1
2318,the thai food is good .,0,1
2319,just moved to the neighborhood and we've been trying all the west village sushi restaurants .,4,0
2320,"great selection of wine , and seafood .",0,1
2321,delicious .,0,1
2322,acceptable prices .,5,1
2323,big thumbs up!,4,1
2324,we were seated at the sushi bar in front of yasuda .,4,0
2325,we have lived in chelsea for two years and have never noticed this restaurant .,4,0
2326,"as i made the title , it's an affordable restaurant for great taste .",0,1
2327,"as i made the title , it's an affordable restaurant for great taste .",5,1
2328,they even scoop it out nice ( for those on a diet ) not too much not to little .,1,1
2329,definitely not worth the price!,5,-1
2330,"orsay , is a very pleasnt throw back to traditional french food , and french service as well .",0,1
2331,"orsay , is a very pleasnt throw back to traditional french food , and french service as well .",1,1
2332,it's easy to get a table for a large group and you don't get hustled out .,1,1
2333,great food at reasonable prices .,0,1
2334,great food at reasonable prices .,5,1
2335,salads are a delicious way to begin the meal .,0,1
2336,"i ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked thai flavors in unexpected ways .",0,1
2337,that's why you have to pay more for that .,4,0
2338,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer .,4,0
2339,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer .,3,1
2340,i loved it .,4,1
2341,"they're are better taiwanese restaurants and they are located in flushing , queens .",4,0
2342,the prices are about $9 for an entree for dinner and even less for lunch .,5,1
2343,and you can't beat the prices .,5,1
2344,but i wouldn't wanna live there .,4,0
2345,arigato gozimas yuka!,4,0
2346,should you happen to be impressed by the cuisine definitely try it .,0,1
2347,"i had the black cod with yuzu sauce , which was wonderful .",0,1
2348,prices too high for this cramped and unappealing resturant .,5,-1
2349,prices too high for this cramped and unappealing resturant .,3,-1
2350,tuk tuk is one of the rare choices for me to go in brooklyn .,4,1
2351,this quiet dark asian bistro is well worth the trip .,4,1
2352,i knew upon visiting nyc that i wanted to try an orginal deli .,4,0
2353,i would highly recommend this place!,4,1
2354,total hipster-wannabe attitude in an otherwise sweet spot .,1,-1
2355,total hipster-wannabe attitude in an otherwise sweet spot .,3,1
2356,"yes , there might be a wait if you have no reservations .",1,-1
2357,thank you emilio .,4,1
2358,first of all dal bukhara rocks .,4,1
2359,"everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food .",0,-1
2360,"everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food .",1,-1
2361,- i asked for them spicy and they were delicious ) .,0,1
2362,"it is terrific , as is the value .",0,1
2363,"it is terrific , as is the value .",5,1
2364,the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,0,1
2365,downstairs lounge is always a good attraction,3,1
2366,the menu prices are a bit expensive for what you get in quality and portion size .,5,-1
2367,the menu prices are a bit expensive for what you get in quality and portion size .,0,-1
2368,"the food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",0,1
2369,"the food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",1,1
2370,"( food was delivered by a busboy , not waiter ) we got no cheese offered for the pasta , our water and wine glasses remained empty our entire meal , when we would have easily spent another $20 on wine .",1,-1
2371,the takeout is great too since they give high quality tupperware as well .,1,1
2372,"the food was not fresh , the sauces were bland and very oily .",0,-1
2373,"off the beaten path , this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants .",4,1
2374,could be pricey without a prix fixe meal .,5,-1
2375,this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .,3,1
2376,i would defiantly come back here again as one of my top choices .,4,1
2378,everyone was more then happy with his choices .,1,1
2379,"again , the waitress was awesome .",1,1
2380,worth the trip from manhattan .,4,1
2381,i loved everythig about it-especially the shows and actors .,4,1
2382,i loved everythig about it-especially the shows and actors .,3,1
2383,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,0,1
2384,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,1,1
2385,"the food was just ok , i would never go back .",0,0
2386,"the food was just ok , i would never go back .",4,-1
2387,zero ambiance to boot .,3,-1
2388,got a little loud after 8pm when the joint got full .,3,-1
2389,scalina fedeli reminded me why service is so integral to fine dining .,1,1
2390,i recommend the thai popcorn : ),0,1
2391,i can't wait for the nex time .,4,1
2392,"everything looks great , the drinks , the decor , the food , even the people .",0,1
2393,"everything looks great , the drinks , the decor , the food , even the people .",3,1
2394,as soon as my father lifted his pen from the check a chef appeared to usher us out .,1,-1
2395,the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed .,0,1
2396,great neighborhood joint .,4,1
2397,the tuna and wasabe potatoes are excellent .,0,1
2398,the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night ( for the coat check girls ) .,1,-1
2399,my fiance took me to scopa last week for my birthday and i couldn't believe the food .,4,0
2400,my fiance took me to scopa last week for my birthday and i couldn't believe the food .,0,1
2401,ummm . . .the beer was cold .,0,1
2402,i take all my nyc guests to vt's .,4,1
2404,"we had great desserts ( including the best cannoli i've ever had ) and then they offered an after dinner drink , on the house .",0,1
2405,"we had great desserts ( including the best cannoli i've ever had ) and then they offered an after dinner drink , on the house .",1,1
2406,"good crowd , good outdoor seating , with a hip japanese vibe .",3,1
2407,"even with the prix fixe pricing , this restaurant is not worth it .",4,-1
2408,"we asked to be moved ( which took half an hour ) , and then were seated in a high traffic area in the back , even though the rest of the room was practically empty .",1,-1
2409,"good to find a restaurant where the owners have some imagination and they have actually pulled it off , like in this case .",4,1
2410,"however , their popularity has yet to slow down , and i still find myself drawn to their ambiance and delectable reputation .",4,1
2411,"however , their popularity has yet to slow down , and i still find myself drawn to their ambiance and delectable reputation .",3,1
2412,"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch .",0,1
2413,"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch .",3,1
2414,"the halibut was too salty , dessert was so so ( don't waste any of your calories ) and service was poor .",0,-1
2415,"the halibut was too salty , dessert was so so ( don't waste any of your calories ) and service was poor .",1,-1
2416,"the view is spectacular , and the food is great .",0,1
2417,"the view is spectacular , and the food is great .",3,1
2418,"the place wasn't too hard to find , but it was kind of packed , as soon as my boyfriend and i got our food , the line reached the door .",4,0
2420,good bagels and good cream cheese .,0,1
2421,"the food is wonderful , tasty and filling , and the service is professional and friendly .",0,1
2422,"the food is wonderful , tasty and filling , and the service is professional and friendly .",1,1
2423,it is also extremely well priced .,5,1
2424,always great service!,1,1
2425,i am happy i did the food was awsome .,0,1
2426,i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites .,4,1
2427,"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .",0,-1
2428,a bit breezy up there on the mezzanine from the wind coming from the tracks .,4,0
2429,a bit breezy up there on the mezzanine from the wind coming from the tracks .,3,-1
2430,i went to df for valentines day dinner .,4,0
2431,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",0,1
2432,i loved the shows .,4,1
2433,i loved the shows .,3,1
2434,"and i have been around the block , to say the very least .",4,0
2435,we could have made a meal of the yummy dumplings from the dumpling menu .,0,1
2436,the aesthetics of this place are like an airport lounge .,3,-1
2437,"then , get ripped on free box wine .",0,1
2438,"then , get ripped on free box wine .",5,1
2439,my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,0,1
2440,my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,4,1
2441,"if you don't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",0,-1
2442,"if you don't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",1,-1
2443,the food itself was just ok - nothing spectacular - but the service was awful .,0,0
2444,the food itself was just ok - nothing spectacular - but the service was awful .,1,-1
2445,the pizza is yummy and i like the atmoshpere .,0,1
2446,the pizza is yummy and i like the atmoshpere .,3,1
2447,"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal .",4,0
2448,"also , don't plan on asking for your favorite roll , if it's not on the menu , you can't have it .",0,-1
2449,"also , don't plan on asking for your favorite roll , if it's not on the menu , you can't have it .",1,-1
2450,give it a try and enjoy .,4,1
2451,good food .,0,1
2452, . . .and that's saying a lot .,4,0
2453,"those rolls were big , but not good and sashimi wasn't fresh .",0,-1
2454,"the pesto pizza was excellent , thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before .",0,1
2455,the only thing i could get attention from was one of at least two cats running around that kept batting at my table .,4,-1
2456,if your into thai . .you cannot miss this great restaurant .,4,1
2457,"going to ballato's is like coming home and eating in my own kitchen , an absolute delight!",4,1
2458,"try the spicy shrimp appetizer ( again , not the greatest value in the world but worth the price ) and the lamb vindaloo is great .",0,1
2460,"however , go for the ambience , and consider the food just a companion for a trip across the world!",3,1
2461,"however , go for the ambience , and consider the food just a companion for a trip across the world!",0,-1
2462,i think this is one of the more underrated places in the city .,4,1
2463,for out-of-towners who will get a big thrill out of the location!,4,1
2464,everyone that has ever come here with me has become a convert and returned regularly with their own friends .,4,1
2466,food was good not great not worth the wait or another visit,1,-1
2467,i go at least 3 times a month and have never been disappointed .,4,1
2468,"obviously the chinese translation of this place does not mean big wong , it actually means great prosperity .",4,0
2469,i think the restaurant was too loud ( when full ) to be romantic .,3,-1
2470,"i have had so many dinners here and it's always been perfect - on a date with my husband , with my mom , with girlfriends and larger groups .",4,1
2471,"when you want a piece of beef , head on over .",0,1
2472,"delicate spices , onions , eggs and a kick-ass roti .",0,1
2473,incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant .,0,1
2474,incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant .,5,1
2475,"i actually gave patroon another chance before writing this , but the second visit was even worse .",4,-1
2476,"also , if you don't want to sit at a certain table , you don't have to!",4,0
2477,"also , if you don't want to sit at a certain table , you don't have to!",1,1
2478,unbelievable .,4,1
2479,a little pricey but it really hits the spot on a sunday morning!,5,-1
2480,a little pricey but it really hits the spot on a sunday morning!,4,1
2481,i've been living in the columbia university area for about 10 years with 3 kids - now in their teens .,4,0
2482,the menu has lots of options : i hope to go back to try those potato pancakes .,0,1
2483,as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling .,4,1
2484,"the staff isn't the friendliest or most competent , and i am stickler for service , but everything else about this place makes up for it .",1,-1
2485,"the staff isn't the friendliest or most competent , and i am stickler for service , but everything else about this place makes up for it .",4,1
2486,"my wife and i will usually only order one primi and one secondi and split them , as they tend to offer large portions .",4,1
2487,"my wife and i will usually only order one primi and one secondi and split them , as they tend to offer large portions .",0,1
2488,this restaurant was way overhyped .,4,-1
2489,i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer .,1,-1
2490,i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer .,4,-1
2491,delicious crab cakes too .,0,1
2492,"now at the top of our list , del frisco's steakhouse .",4,1
2493,i cannot imagine you not rushing out to eat there .,4,1
2494,this was the worst dining experience i've ever had .,4,-1
